Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.296","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-0.405","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.118","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1989","1989","°C","-0.217","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.34","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1991","1991","°C","-0.218","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1992","1992","°C","-0.548","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1993","1993","°C","-0.341","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.052","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1995","1995","°C","-0.045","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.169","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1997","1997","°C","-0.204","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.622","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.788","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.667","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.298","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.415","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.377","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.327","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.209","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.247","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.068","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.872","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.758","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.551","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.365","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.21","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.3","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.028","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2015","2015","°C","0.889","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.584","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2017","2017","°C","0.65","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.903","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.406","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.366","E","Estimated value"
"ET","Temperature change","300","Greece","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.722","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1961","1961","°C","1.186","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.415","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.459","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.876","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.883","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.756","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.599","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.389","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.271","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.503","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.059","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1972","1972","°C","0.397","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1973","1973","°C","-0.026","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1974","1974","°C","0.268","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1975","1975","°C","0.863","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.267","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.554","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.864","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.055","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.611","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.154","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.112","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.999","E","Estimated value"
